Fungi,Function,Plant,Module,Connection,RootSample
OTU97_2227,Unknown,Smilax_china,7,1,6
OTU97_605,Unknown,Smilax_china,7,1,6
OTU97_1171,EcM,Smilax_china,7,1,6
OTU97_1229,Unknown,Smilax_china,7,1,6
OTU97_1395,Unknown,Smilax_china,7,1,6
OTU97_539,Unknown,Smilax_china,7,1,6
OTU97_93,Unknown,Smilax_china,7,2,6
OTU97_1207,Unknown,Smilax_china,7,1,6
OTU97_939,EcM,Smilax_china,7,1,6
OTU97_1983,Unknown,Smilax_china,7,1,6
OTU97_2115,Unknown,Smilax_china,7,4,6
OTU97_2223,AM,Maleae_sp.,7,1,8
OTU97_2413,EcM,Maleae_sp.,7,1,8
OTU97_435,Unknown,Maleae_sp.,7,1,8
OTU97_795,Unknown,Maleae_sp.,7,1,8
OTU97_829,AM,Maleae_sp.,7,1,8
OTU97_1267,EcM,Maleae_sp.,7,1,8
OTU97_1223,EcM,Maleae_sp.,7,1,8
OTU97_1265,Unknown,Maleae_sp.,7,1,8
OTU97_2181,Unknown,Maleae_sp.,7,1,8
OTU97_93,Unknown,Maleae_sp.,7,1,8
OTU97_1117,Unknown,Maleae_sp.,7,1,8
OTU97_939,EcM,Maleae_sp.,7,1,8
OTU97_1449,Unknown,Maleae_sp.,7,2,8
OTU97_2115,Unknown,Maleae_sp.,7,5,8
OTU97_2181,Unknown,Toxicodendron_sp.,8,1,1
OTU97_57,Unknown,Vaccinium_bracteatum,7,1,2
OTU97_359,Unknown,Vaccinium_bracteatum,7,1,2
OTU97_777,Unknown,Vaccinium_bracteatum,7,1,2
OTU97_939,EcM,Vaccinium_bracteatum,7,2,2
OTU97_1449,Unknown,Vaccinium_bracteatum,7,1,2
OTU97_279,Unknown,Hypnales_sp.,2,1,1
OTU97_271,Unknown,Hypnales_sp.,2,1,1
OTU97_853,Unknown,Hypnales_sp.,2,1,1
OTU97_783,EcM,Hypnales_sp.,2,1,1
